Via_de_acesso;UF;nome_pais_correto;mes;ano;Chegadas
Aéreo;Alagoas;Alemanha;Janeiro;2024;10
Aéreo;Alagoas;Argentina;Janeiro;2024;1197
Aéreo;Alagoas;Bélgica;Janeiro;2024;3
Aéreo;Alagoas;Canadá;Janeiro;2024;2
Aéreo;Alagoas;Chile;Janeiro;2024;1
Aéreo;Alagoas;Dinamarca;Janeiro;2024;2
Aéreo;Alagoas;Eslováquia;Janeiro;2024;1
Aéreo;Alagoas;Espanha;Janeiro;2024;9
Aéreo;Alagoas;Estados Unidos;Janeiro;2024;1
Aéreo;Alagoas;França;Janeiro;2024;8
Aéreo;Alagoas;Holanda;Janeiro;2024;2
Aéreo;Alagoas;Irlanda;Janeiro;2024;3
Aéreo;Alagoas;Itália;Janeiro;2024;77
Aéreo;Alagoas;Letônia;Janeiro;2024;1
Aéreo;Alagoas;México;Janeiro;2024;1
Aéreo;Alagoas;Paraguai;Janeiro;2024;1
Aéreo;Alagoas;Polônia;Janeiro;2024;1
Aéreo;Alagoas;Portugal;Janeiro;2024;270
Aéreo;Alagoas;Reino Unido;Janeiro;2024;5
Aéreo;Alagoas;Rússia;Janeiro;2024;5
Aéreo;Alagoas;Suécia;Janeiro;2024;1
Aéreo;Alagoas;Suíça;Janeiro;2024;13
Aéreo;Alagoas;Ucrânia;Janeiro;2024;1
Aéreo;Alagoas;Venezuela;Janeiro;2024;4
Aéreo;Amapá;Itália;Janeiro;2024;2
Aéreo;Amazonas;Alemanha;Janeiro;2024;27
Aéreo;Amazonas;Angola;Janeiro;2024;1
Aéreo;Amazonas;Argentina;Janeiro;2024;8
Aéreo;Amazonas;Austrália;Janeiro;2024;11
Aéreo;Amazonas;Bélgica;Janeiro;2024;3
Aéreo;Amazonas;Belize;Janeiro;2024;1
Aéreo;Amazonas;Canadá;Janeiro;2024;94
Aéreo;Amazonas;China;Janeiro;2024;8
Aéreo;Amazonas;China, Hong Kong;Janeiro;2024;2
Aéreo;Amazonas;Colômbia;Janeiro;2024;75
Aéreo;Amazonas;Costa Rica;Janeiro;2024;8
Aéreo;Amazonas;Dinamarca;Janeiro;2024;5
Aéreo;Amazonas;El Salvador;Janeiro;2024;1
Aéreo;Amazonas;Equador;Janeiro;2024;14
Aéreo;Amazonas;Eslováquia;Janeiro;2024;1
Aéreo;Amazonas;Espanha;Janeiro;2024;7
Aéreo;Amazonas;Estados Unidos;Janeiro;2024;1118
Aéreo;Amazonas;Filipinas;Janeiro;2024;1
Aéreo;Amazonas;França;Janeiro;2024;25
Aéreo;Amazonas;Grécia;Janeiro;2024;1
Aéreo;Amazonas;Guatemala;Janeiro;2024;2
Aéreo;Amazonas;Guiana;Janeiro;2024;6
Aéreo;Amazonas;Holanda;Janeiro;2024;3
Aéreo;Amazonas;Honduras;Janeiro;2024;2
Aéreo;Amazonas;Hungria;Janeiro;2024;1
Aéreo;Amazonas;Índia;Janeiro;2024;2
Aéreo;Amazonas;Irlanda;Janeiro;2024;10
Aéreo;Amazonas;Israel;Janeiro;2024;2
Aéreo;Amazonas;Itália;Janeiro;2024;8
Aéreo;Amazonas;Japão;Janeiro;2024;17
Aéreo;Amazonas;Letônia;Janeiro;2024;2
Aéreo;Amazonas;Malásia;Janeiro;2024;2
Aéreo;Amazonas;Malta;Janeiro;2024;1
Aéreo;Amazonas;Marrocos;Janeiro;2024;1
Aéreo;Amazonas;México;Janeiro;2024;36
Aéreo;Amazonas;Moçambique;Janeiro;2024;1
Aéreo;Amazonas;Moldávia;Janeiro;2024;1
Aéreo;Amazonas;Noruega;Janeiro;2024;2
Aéreo;Amazonas;Panamá;Janeiro;2024;7
Aéreo;Amazonas;Paquistão;Janeiro;2024;1
Aéreo;Amazonas;Peru;Janeiro;2024;20
Aéreo;Amazonas;Polônia;Janeiro;2024;15
Aéreo;Amazonas;Portugal;Janeiro;2024;7
Aéreo;Amazonas;Reino Unido;Janeiro;2024;32
Aéreo;Amazonas;República da Coreia;Janeiro;2024;5
Aéreo;Amazonas;República Dominicana;Janeiro;2024;3
Aéreo;Amazonas;República Tcheca;Janeiro;2024;1
Aéreo;Amazonas;Romênia;Janeiro;2024;1
Aéreo;Amazonas;Rússia;Janeiro;2024;7
Aéreo;Amazonas;Suécia;Janeiro;2024;2
Aéreo;Amazonas;Suíça;Janeiro;2024;10
Aéreo;Amazonas;Suriname;Janeiro;2024;4
Aéreo;Amazonas;Tailândia;Janeiro;2024;1
Aéreo;Amazonas;Venezuela;Janeiro;2024;22
Aéreo;Bahia;Argentina;Janeiro;2024;1272
Aéreo;Bahia;Bolívia;Janeiro;2024;1
Aéreo;Bahia;Chile;Janeiro;2024;1
Aéreo;Bahia;Colômbia;Janeiro;2024;1
Aéreo;Bahia;Equador;Janeiro;2024;1
Aéreo;Bahia;Espanha;Janeiro;2024;4
Aéreo;Bahia;Estados Unidos;Janeiro;2024;6
Aéreo;Bahia;França;Janeiro;2024;3
Aéreo;Bahia;Geórgia;Janeiro;2024;1
Aéreo;Bahia;Grécia;Janeiro;2024;1
Aéreo;Bahia;Itália;Janeiro;2024;1
Aéreo;Bahia;Peru;Janeiro;2024;3
Aéreo;Bahia;Polônia;Janeiro;2024;2
Aéreo;Bahia;Portugal;Janeiro;2024;2
Aéreo;Bahia;Suíça;Janeiro;2024;1
Aéreo;Bahia;Uruguai;Janeiro;2024;1
Aéreo;Bahia;Alemanha;Janeiro;2024;596
Aéreo;Bahia;Andorra;Janeiro;2024;1
Aéreo;Bahia;Angola;Janeiro;2024;2
Aéreo;Bahia;Antilhas Holandesas;Janeiro;2024;1
Aéreo;Bahia;Argentina;Janeiro;2024;6484
Aéreo;Bahia;Austrália;Janeiro;2024;2
Aéreo;Bahia;Áustria;Janeiro;2024;33
Aéreo;Bahia;Bélgica;Janeiro;2024;74
Aéreo;Bahia;Bielorússia;Janeiro;2024;5
Aéreo;Bahia;Bolívia;Janeiro;2024;3
Aéreo;Bahia;Bulgária;Janeiro;2024;3
Aéreo;Bahia;Cabo Verde;Janeiro;2024;1
Aéreo;Bahia;Canadá;Janeiro;2024;5
Aéreo;Bahia;Chile;Janeiro;2024;553
Aéreo;Bahia;Chipre;Janeiro;2024;1
Aéreo;Bahia;Colômbia;Janeiro;2024;11
Aéreo;Bahia;Croácia;Janeiro;2024;7
Aéreo;Bahia;Dinamarca;Janeiro;2024;17
Aéreo;Bahia;El Salvador;Janeiro;2024;1
Aéreo;Bahia;Eslováquia;Janeiro;2024;3
Aéreo;Bahia;Eslovênia;Janeiro;2024;2
Aéreo;Bahia;Espanha;Janeiro;2024;368
Aéreo;Bahia;Estados Unidos;Janeiro;2024;86
Aéreo;Bahia;Estônia;Janeiro;2024;2
Aéreo;Bahia;Filipinas;Janeiro;2024;2
Aéreo;Bahia;França;Janeiro;2024;602
Aéreo;Bahia;Grécia;Janeiro;2024;11
Aéreo;Bahia;Guiné-Bissau;Janeiro;2024;2
Aéreo;Bahia;Holanda;Janeiro;2024;339
Aéreo;Bahia;Hungria;Janeiro;2024;3
Aéreo;Bahia;Índia;Janeiro;2024;2
Aéreo;Bahia;Irlanda;Janeiro;2024;28
Aéreo;Bahia;Islândia;Janeiro;2024;1
Aéreo;Bahia;Israel;Janeiro;2024;29
Aéreo;Bahia;Itália;Janeiro;2024;1080
Aéreo;Bahia;Lituânia;Janeiro;2024;23
Aéreo;Bahia;Luxemburgo;Janeiro;2024;3
Aéreo;Bahia;Malta;Janeiro;2024;1
Aéreo;Bahia;Marrocos;Janeiro;2024;1
Aéreo;Bahia;México;Janeiro;2024;5
Aéreo;Bahia;Moçambique;Janeiro;2024;1
Aéreo;Bahia;Noruega;Janeiro;2024;15
Aéreo;Bahia;Paraguai;Janeiro;2024;13
Aéreo;Bahia;Peru;Janeiro;2024;6
Aéreo;Bahia;Polônia;Janeiro;2024;1386
Aéreo;Bahia;Portugal;Janeiro;2024;1358
Aéreo;Bahia;Reino Unido;Janeiro;2024;163
Aéreo;Bahia;República da Coreia;Janeiro;2024;10
Aéreo;Bahia;República Dominicana;Janeiro;2024;3
Aéreo;Bahia;República Tcheca;Janeiro;2024;2
Aéreo;Bahia;Romênia;Janeiro;2024;10
Aéreo;Bahia;Rússia;Janeiro;2024;8
Aéreo;Bahia;Sérvia;Janeiro;2024;2
Aéreo;Bahia;Suécia;Janeiro;2024;31
Aéreo;Bahia;Suíça;Janeiro;2024;387
Aéreo;Bahia;Turquia;Janeiro;2024;3
Aéreo;Bahia;Ucrânia;Janeiro;2024;16
Aéreo;Bahia;Uruguai;Janeiro;2024;1296
Aéreo;Bahia;Venezuela;Janeiro;2024;1
Aéreo;Ceará;Albânia;Janeiro;2024;2
Aéreo;Ceará;Alemanha;Janeiro;2024;354
Aéreo;Ceará;Argélia;Janeiro;2024;1
Aéreo;Ceará;Argentina;Janeiro;2024;760
Aéreo;Ceará;Áustria;Janeiro;2024;49
Aéreo;Ceará;Bélgica;Janeiro;2024;70
Aéreo;Ceará;Bielorússia;Janeiro;2024;2
Aéreo;Ceará;Bósnia-Herzegovina;Janeiro;2024;2
Aéreo;Ceará;Bulgária;Janeiro;2024;1
Aéreo;Ceará;Cabo Verde;Janeiro;2024;4
Aéreo;Ceará;Canadá;Janeiro;2024;29
Aéreo;Ceará;Casaquistão;Janeiro;2024;1
Aéreo;Ceará;Chile;Janeiro;2024;5
Aéreo;Ceará;China;Janeiro;2024;3
Aéreo;Ceará;China, Hong Kong;Janeiro;2024;1
Aéreo;Ceará;Colômbia;Janeiro;2024;6
Aéreo;Ceará;Croácia;Janeiro;2024;3
Aéreo;Ceará;Dinamarca;Janeiro;2024;36
Aéreo;Ceará;El Salvador;Janeiro;2024;1
Aéreo;Ceará;Equador;Janeiro;2024;1
Aéreo;Ceará;Eritréia;Janeiro;2024;1
Aéreo;Ceará;Eslováquia;Janeiro;2024;2
Aéreo;Ceará;Eslovênia;Janeiro;2024;8
Aéreo;Ceará;Espanha;Janeiro;2024;188
Aéreo;Ceará;Estados Unidos;Janeiro;2024;329
Aéreo;Ceará;Estônia;Janeiro;2024;2
Aéreo;Ceará;Finlândia;Janeiro;2024;16
Aéreo;Ceará;França;Janeiro;2024;715
Aéreo;Ceará;Geórgia;Janeiro;2024;1
Aéreo;Ceará;Grécia;Janeiro;2024;10
Aéreo;Ceará;Guiné-Bissau;Janeiro;2024;2
Aéreo;Ceará;Holanda;Janeiro;2024;259
Aéreo;Ceará;Honduras;Janeiro;2024;4
Aéreo;Ceará;Hungria;Janeiro;2024;16
Aéreo;Ceará;Índia;Janeiro;2024;1
Aéreo;Ceará;Indonésia;Janeiro;2024;4
Aéreo;Ceará;Irã;Janeiro;2024;1
Aéreo;Ceará;Irlanda;Janeiro;2024;16
Aéreo;Ceará;Israel;Janeiro;2024;6
Aéreo;Ceará;Itália;Janeiro;2024;938
Aéreo;Ceará;Japão;Janeiro;2024;6
Aéreo;Ceará;Letônia;Janeiro;2024;6
Aéreo;Ceará;Liechtenstein;Janeiro;2024;3
Aéreo;Ceará;Lituânia;Janeiro;2024;10
Aéreo;Ceará;Luxemburgo;Janeiro;2024;2
Aéreo;Ceará;Macedônia;Janeiro;2024;1
Aéreo;Ceará;Marrocos;Janeiro;2024;3
Aéreo;Ceará;México;Janeiro;2024;1
Aéreo;Ceará;Mônaco;Janeiro;2024;1
Aéreo;Ceará;Nicarágua;Janeiro;2024;1
Aéreo;Ceará;Noruega;Janeiro;2024;118
Aéreo;Ceará;Panamá;Janeiro;2024;1
Aéreo;Ceará;Paraguai;Janeiro;2024;4
Aéreo;Ceará;Peru;Janeiro;2024;1
Aéreo;Ceará;Polônia;Janeiro;2024;89
Aéreo;Ceará;Portugal;Janeiro;2024;1708
Aéreo;Ceará;Quênia;Janeiro;2024;1
Aéreo;Ceará;Reino Unido;Janeiro;2024;104
Aéreo;Ceará;República da Coreia;Janeiro;2024;1
Aéreo;Ceará;República do Kosovo;Janeiro;2024;1
Aéreo;Ceará;República Dominicana;Janeiro;2024;1
Aéreo;Ceará;República Tcheca;Janeiro;2024;31
Aéreo;Ceará;Romênia;Janeiro;2024;9
Aéreo;Ceará;Rússia;Janeiro;2024;4
Aéreo;Ceará;Sérvia;Janeiro;2024;3
Aéreo;Ceará;Suécia;Janeiro;2024;40
Aéreo;Ceará;Suíça;Janeiro;2024;191
Aéreo;Ceará;Tunísia;Janeiro;2024;3
Aéreo;Ceará;Turquia;Janeiro;2024;4
Aéreo;Ceará;Ucrânia;Janeiro;2024;9
Aéreo;Ceará;Uruguai;Janeiro;2024;1
Aéreo;Ceará;Venezuela;Janeiro;2024;1
Aéreo;Distrito Federal;Alemanha;Janeiro;2024;170
Aéreo;Distrito Federal;Argentina;Janeiro;2024;2045
Aéreo;Distrito Federal;Austrália;Janeiro;2024;11
Aéreo;Distrito Federal;Áustria;Janeiro;2024;6
Aéreo;Distrito Federal;Bélgica;Janeiro;2024;18
Aéreo;Distrito Federal;Bielorússia;Janeiro;2024;1
Aéreo;Distrito Federal;Bolívia;Janeiro;2024;4
Aéreo;Distrito Federal;Bulgária;Janeiro;2024;3
Aéreo;Distrito Federal;Canadá;Janeiro;2024;29
Aéreo;Distrito Federal;Chile;Janeiro;2024;7
Aéreo;Distrito Federal;China;Janeiro;2024;28
Aéreo;Distrito Federal;Cingapura;Janeiro;2024;1
Aéreo;Distrito Federal;Colômbia;Janeiro;2024;219
Aéreo;Distrito Federal;Costa Rica;Janeiro;2024;8
Aéreo;Distrito Federal;Croácia;Janeiro;2024;2
Aéreo;Distrito Federal;Cuba;Janeiro;2024;16
Aéreo;Distrito Federal;Dinamarca;Janeiro;2024;1
Aéreo;Distrito Federal;Egito;Janeiro;2024;2
Aéreo;Distrito Federal;El Salvador;Janeiro;2024;7
Aéreo;Distrito Federal;Equador;Janeiro;2024;128
Aéreo;Distrito Federal;Espanha;Janeiro;2024;145
Aéreo;Distrito Federal;Estados Unidos;Janeiro;2024;1428
Aéreo;Distrito Federal;Etiópia;Janeiro;2024;1
Aéreo;Distrito Federal;Finlândia;Janeiro;2024;2
Aéreo;Distrito Federal;França;Janeiro;2024;108
Aéreo;Distrito Federal;Geórgia;Janeiro;2024;1
Aéreo;Distrito Federal;Grécia;Janeiro;2024;4
Aéreo;Distrito Federal;Guatemala;Janeiro;2024;6
Aéreo;Distrito Federal;Guiana;Janeiro;2024;5
Aéreo;Distrito Federal;Guiné Equatorial;Janeiro;2024;5
Aéreo;Distrito Federal;Haiti;Janeiro;2024;3
Aéreo;Distrito Federal;Holanda;Janeiro;2024;21
Aéreo;Distrito Federal;Hungria;Janeiro;2024;4
Aéreo;Distrito Federal;Índia;Janeiro;2024;6
Aéreo;Distrito Federal;Indonésia;Janeiro;2024;2
Aéreo;Distrito Federal;Irã;Janeiro;2024;1
Aéreo;Distrito Federal;Irlanda;Janeiro;2024;21
Aéreo;Distrito Federal;Israel;Janeiro;2024;9
Aéreo;Distrito Federal;Itália;Janeiro;2024;67
Aéreo;Distrito Federal;Japão;Janeiro;2024;4
Aéreo;Distrito Federal;Lituânia;Janeiro;2024;4
Aéreo;Distrito Federal;Luxemburgo;Janeiro;2024;1
Aéreo;Distrito Federal;Malásia;Janeiro;2024;1
Aéreo;Distrito Federal;Malauí;Janeiro;2024;1
Aéreo;Distrito Federal;Mali;Janeiro;2024;1
Aéreo;Distrito Federal;Marrocos;Janeiro;2024;2
Aéreo;Distrito Federal;México;Janeiro;2024;27
Aéreo;Distrito Federal;Moçambique;Janeiro;2024;3
Aéreo;Distrito Federal;Nicarágua;Janeiro;2024;3
Aéreo;Distrito Federal;Noruega;Janeiro;2024;15
Aéreo;Distrito Federal;Nova Zelândia;Janeiro;2024;4
Aéreo;Distrito Federal;Panamá;Janeiro;2024;17
Aéreo;Distrito Federal;Paraguai;Janeiro;2024;7
Aéreo;Distrito Federal;Peru;Janeiro;2024;371
Aéreo;Distrito Federal;Polônia;Janeiro;2024;6
Aéreo;Distrito Federal;Portugal;Janeiro;2024;825
Aéreo;Distrito Federal;Reino Unido;Janeiro;2024;46
Aéreo;Distrito Federal;República da Coreia;Janeiro;2024;3
Aéreo;Distrito Federal;República Dominicana;Janeiro;2024;5
Aéreo;Distrito Federal;República Tcheca;Janeiro;2024;21
Aéreo;Distrito Federal;Romênia;Janeiro;2024;2
Aéreo;Distrito Federal;Rússia;Janeiro;2024;5
Aéreo;Distrito Federal;São Vicente e Granadinas;Janeiro;2024;1
Aéreo;Distrito Federal;Senegal;Janeiro;2024;3
Aéreo;Distrito Federal;Suécia;Janeiro;2024;7
Aéreo;Distrito Federal;Suíça;Janeiro;2024;80
Aéreo;Distrito Federal;Tailândia;Janeiro;2024;1
Aéreo;Distrito Federal;Taiwan;Janeiro;2024;1
Aéreo;Distrito Federal;Togo;Janeiro;2024;1
Aéreo;Distrito Federal;Trinidad e Tobago;Janeiro;2024;2
Aéreo;Distrito Federal;Turquia;Janeiro;2024;6
Aéreo;Distrito Federal;Ucrânia;Janeiro;2024;2
Aéreo;Distrito Federal;Uruguai;Janeiro;2024;6
Aéreo;Distrito Federal;Venezuela;Janeiro;2024;50
Aéreo;Mato Grosso do Sul;Paraguai;Janeiro;2024;4
Aéreo;Minas Gerais;África do Sul;Janeiro;2024;1
Aéreo;Minas Gerais;Alemanha;Janeiro;2024;378
Aéreo;Minas Gerais;Argentina;Janeiro;2024;70
Aéreo;Minas Gerais;Austrália;Janeiro;2024;4
Aéreo;Minas Gerais;Áustria;Janeiro;2024;5
Aéreo;Minas Gerais;Bélgica;Janeiro;2024;36
Aéreo;Minas Gerais;Bolívia;Janeiro;2024;1
Aéreo;Minas Gerais;Canadá;Janeiro;2024;19
Aéreo;Minas Gerais;Chile;Janeiro;2024;165
Aéreo;Minas Gerais;China;Janeiro;2024;3
Aéreo;Minas Gerais;Colômbia;Janeiro;2024;284
Aéreo;Minas Gerais;Costa Rica;Janeiro;2024;28
Aéreo;Minas Gerais;Croácia;Janeiro;2024;1
Aéreo;Minas Gerais;Cuba;Janeiro;2024;3
Aéreo;Minas Gerais;Curaçao;Janeiro;2024;1
Aéreo;Minas Gerais;Dinamarca;Janeiro;2024;2
Aéreo;Minas Gerais;El Salvador;Janeiro;2024;2
Aéreo;Minas Gerais;Equador;Janeiro;2024;34
Aéreo;Minas Gerais;Espanha;Janeiro;2024;41
Aéreo;Minas Gerais;Estados Unidos;Janeiro;2024;442
Aéreo;Minas Gerais;Estônia;Janeiro;2024;2
Aéreo;Minas Gerais;Filipinas;Janeiro;2024;2
Aéreo;Minas Gerais;Finlândia;Janeiro;2024;4
Aéreo;Minas Gerais;França;Janeiro;2024;61
Aéreo;Minas Gerais;Grécia;Janeiro;2024;2
Aéreo;Minas Gerais;Guatemala;Janeiro;2024;4
Aéreo;Minas Gerais;Haiti;Janeiro;2024;1
Aéreo;Minas Gerais;Holanda;Janeiro;2024;22
Aéreo;Minas Gerais;Honduras;Janeiro;2024;3
Aéreo;Minas Gerais;Hungria;Janeiro;2024;2
Aéreo;Minas Gerais;Irã;Janeiro;2024;1
Aéreo;Minas Gerais;Irlanda;Janeiro;2024;26
Aéreo;Minas Gerais;Israel;Janeiro;2024;4
Aéreo;Minas Gerais;Itália;Janeiro;2024;194
Aéreo;Minas Gerais;Jordânia;Janeiro;2024;1
Aéreo;Minas Gerais;Marrocos;Janeiro;2024;1
Aéreo;Minas Gerais;México;Janeiro;2024;26
Aéreo;Minas Gerais;Noruega;Janeiro;2024;8
Aéreo;Minas Gerais;Nova Zelândia;Janeiro;2024;5
Aéreo;Minas Gerais;Panamá;Janeiro;2024;33
Aéreo;Minas Gerais;Paraguai;Janeiro;2024;1
Aéreo;Minas Gerais;Peru;Janeiro;2024;7
Aéreo;Minas Gerais;Polônia;Janeiro;2024;6
Aéreo;Minas Gerais;Portugal;Janeiro;2024;1374
Aéreo;Minas Gerais;Reino Unido;Janeiro;2024;156
Aéreo;Minas Gerais;República da Coreia;Janeiro;2024;2
Aéreo;Minas Gerais;República Dominicana;Janeiro;2024;5
Aéreo;Minas Gerais;República Tcheca;Janeiro;2024;1
Aéreo;Minas Gerais;Romênia;Janeiro;2024;1
Aéreo;Minas Gerais;Rússia;Janeiro;2024;2
Aéreo;Minas Gerais;São Cristóvão e Nevis;Janeiro;2024;1
Aéreo;Minas Gerais;Suécia;Janeiro;2024;2
Aéreo;Minas Gerais;Suíça;Janeiro;2024;34
Aéreo;Minas Gerais;Ucrânia;Janeiro;2024;1
Aéreo;Minas Gerais;Venezuela;Janeiro;2024;2
Aéreo;Pará;África do Sul;Janeiro;2024;2
Aéreo;Pará;Alemanha;Janeiro;2024;51
Aéreo;Pará;Arábia Saudita;Janeiro;2024;2
Aéreo;Pará;Argélia;Janeiro;2024;1
Aéreo;Pará;Argentina;Janeiro;2024;2
Aéreo;Pará;Áustria;Janeiro;2024;1
Aéreo;Pará;Bélgica;Janeiro;2024;5
Aéreo;Pará;Bolívia;Janeiro;2024;3
Aéreo;Pará;Camarões;Janeiro;2024;1
Aéreo;Pará;Canadá;Janeiro;2024;12
Aéreo;Pará;Chile;Janeiro;2024;1
Aéreo;Pará;China;Janeiro;2024;11
Aéreo;Pará;Chipre;Janeiro;2024;1
Aéreo;Pará;Cingapura;Janeiro;2024;1
Aéreo;Pará;Colômbia;Janeiro;2024;3
Aéreo;Pará;Croácia;Janeiro;2024;1
Aéreo;Pará;Dinamarca;Janeiro;2024;7
Aéreo;Pará;Espanha;Janeiro;2024;26
Aéreo;Pará;Estados Unidos;Janeiro;2024;229
Aéreo;Pará;Estônia;Janeiro;2024;1
Aéreo;Pará;Finlândia;Janeiro;2024;1
Aéreo;Pará;França;Janeiro;2024;473
Aéreo;Pará;Guiana;Janeiro;2024;4
Aéreo;Pará;Holanda;Janeiro;2024;96
Aéreo;Pará;Honduras;Janeiro;2024;1
Aéreo;Pará;Irlanda;Janeiro;2024;2
Aéreo;Pará;Israel;Janeiro;2024;3
Aéreo;Pará;Itália;Janeiro;2024;14
Aéreo;Pará;Jamaica;Janeiro;2024;1
Aéreo;Pará;Malta;Janeiro;2024;2
Aéreo;Pará;Marrocos;Janeiro;2024;1
Aéreo;Pará;México;Janeiro;2024;3
Aéreo;Pará;Nepal;Janeiro;2024;2
Aéreo;Pará;Noruega;Janeiro;2024;20
Aéreo;Pará;Peru;Janeiro;2024;6
Aéreo;Pará;Polônia;Janeiro;2024;1
Aéreo;Pará;Portugal;Janeiro;2024;209
Aéreo;Pará;Reino Unido;Janeiro;2024;18
Aéreo;Pará;República Dominicana;Janeiro;2024;4
Aéreo;Pará;Romênia;Janeiro;2024;4
Aéreo;Pará;Rússia;Janeiro;2024;3
Aéreo;Pará;Suécia;Janeiro;2024;2
Aéreo;Pará;Suíça;Janeiro;2024;13
Aéreo;Pará;Suriname;Janeiro;2024;753
Aéreo;Pará;Uruguai;Janeiro;2024;2
Aéreo;Pará;Venezuela;Janeiro;2024;2
Aéreo;Paraíba;Argentina;Janeiro;2024;16
Aéreo;Paraná;Alemanha;Janeiro;2024;12
Aéreo;Paraná;Argentina;Janeiro;2024;26
Aéreo;Paraná;Austrália;Janeiro;2024;11
Aéreo;Paraná;Áustria;Janeiro;2024;2
Aéreo;Paraná;Canadá;Janeiro;2024;2
Aéreo;Paraná;Chile;Janeiro;2024;1471
Aéreo;Paraná;China;Janeiro;2024;11
Aéreo;Paraná;Colômbia;Janeiro;2024;10
Aéreo;Paraná;Costa Rica;Janeiro;2024;4
Aéreo;Paraná;Dinamarca;Janeiro;2024;2
Aéreo;Paraná;Equador;Janeiro;2024;3
Aéreo;Paraná;Espanha;Janeiro;2024;23
Aéreo;Paraná;Estados Unidos;Janeiro;2024;43
Aéreo;Paraná;França;Janeiro;2024;8
Aéreo;Paraná;Holanda;Janeiro;2024;7
Aéreo;Paraná;Indonésia;Janeiro;2024;1
Aéreo;Paraná;Irlanda;Janeiro;2024;4
Aéreo;Paraná;Israel;Janeiro;2024;9
Aéreo;Paraná;Japão;Janeiro;2024;7
Aéreo;Paraná;Líbano;Janeiro;2024;1
Aéreo;Paraná;Lituânia;Janeiro;2024;4
Aéreo;Paraná;Malásia;Janeiro;2024;2
Aéreo;Paraná;México;Janeiro;2024;5
Aéreo;Paraná;Nova Zelândia;Janeiro;2024;2
Aéreo;Paraná;Panamá;Janeiro;2024;1
Aéreo;Paraná;Paraguai;Janeiro;2024;73
Aéreo;Paraná;Peru;Janeiro;2024;24
Aéreo;Paraná;Polônia;Janeiro;2024;2
Aéreo;Paraná;Reino Unido;Janeiro;2024;14
Aéreo;Paraná;República da Coreia;Janeiro;2024;13
Aéreo;Paraná;Rússia;Janeiro;2024;3
Aéreo;Paraná;Suécia;Janeiro;2024;5
Aéreo;Paraná;Suíça;Janeiro;2024;4
Aéreo;Paraná;Taiwan;Janeiro;2024;1
Aéreo;Paraná;Turquia;Janeiro;2024;3
Aéreo;Paraná;Ucrânia;Janeiro;2024;1
Aéreo;Paraná;Uruguai;Janeiro;2024;1
Aéreo;Paraná;Venezuela;Janeiro;2024;4
Aéreo;Paraná;Alemanha;Janeiro;2024;7
Aéreo;Paraná;Angola;Janeiro;2024;1
Aéreo;Paraná;Argentina;Janeiro;2024;251
Aéreo;Paraná;Austrália;Janeiro;2024;5
Aéreo;Paraná;Áustria;Janeiro;2024;7
Aéreo;Paraná;Bélgica;Janeiro;2024;2
Aéreo;Paraná;Bolívia;Janeiro;2024;3
Aéreo;Paraná;Canadá;Janeiro;2024;3
Aéreo;Paraná;Chile;Janeiro;2024;177
Aéreo;Paraná;China;Janeiro;2024;3
Aéreo;Paraná;Colômbia;Janeiro;2024;10
Aéreo;Paraná;Costa Rica;Janeiro;2024;2
Aéreo;Paraná;Cuba;Janeiro;2024;2
Aéreo;Paraná;Espanha;Janeiro;2024;4
Aéreo;Paraná;Estados Unidos;Janeiro;2024;21
Aéreo;Paraná;Finlândia;Janeiro;2024;1
Aéreo;Paraná;França;Janeiro;2024;10
Aéreo;Paraná;Haiti;Janeiro;2024;2
Aéreo;Paraná;Holanda;Janeiro;2024;2
Aéreo;Paraná;Irlanda;Janeiro;2024;1
Aéreo;Paraná;Itália;Janeiro;2024;6
Aéreo;Paraná;Japão;Janeiro;2024;3
Aéreo;Paraná;México;Janeiro;2024;6
Aéreo;Paraná;Noruega;Janeiro;2024;3
Aéreo;Paraná;Panamá;Janeiro;2024;2
Aéreo;Paraná;Paraguai;Janeiro;2024;3
Aéreo;Paraná;Peru;Janeiro;2024;4
Aéreo;Paraná;Polônia;Janeiro;2024;1
Aéreo;Paraná;Portugal;Janeiro;2024;9
Aéreo;Paraná;Reino Unido;Janeiro;2024;3
Aéreo;Paraná;República Tcheca;Janeiro;2024;1
Aéreo;Paraná;Rússia;Janeiro;2024;6
Aéreo;Paraná;Suécia;Janeiro;2024;1
Aéreo;Paraná;Ucrânia;Janeiro;2024;1
Aéreo;Paraná;Uruguai;Janeiro;2024;86
Aéreo;Paraná;Venezuela;Janeiro;2024;8
Aéreo;Pernambuco;Alemanha;Janeiro;2024;430
Aéreo;Pernambuco;Argentina;Janeiro;2024;1336
Aéreo;Pernambuco;Armênia;Janeiro;2024;1
Aéreo;Pernambuco;Austrália;Janeiro;2024;1
Aéreo;Pernambuco;Áustria;Janeiro;2024;104
Aéreo;Pernambuco;Bélgica;Janeiro;2024;23
Aéreo;Pernambuco;Bolívia;Janeiro;2024;1
Aéreo;Pernambuco;Cabo Verde;Janeiro;2024;1
Aéreo;Pernambuco;Canadá;Janeiro;2024;8
Aéreo;Pernambuco;Chile;Janeiro;2024;2
Aéreo;Pernambuco;China;Janeiro;2024;2
Aéreo;Pernambuco;Colômbia;Janeiro;2024;1
Aéreo;Pernambuco;Croácia;Janeiro;2024;2
Aéreo;Pernambuco;Dinamarca;Janeiro;2024;27
